Name,Type,Citation
Professor Christos Gatzidis,Conference,"Ferraris, J., Tian, F. and Gatzidis, C., 2010. Feature-based probability blending. In: ACM SIGGRAPH 2010 15-18 December 2010 Seoul, Republic Of Korea. ACM Press."
Professor Christos Gatzidis,Conference,"Ferraris, J. and Gatzidis, C., 2009. A Rule-based Approach to 3D Terrain Generation via Texture Splatting. In: Fifth International Conference On Advances In Computer Entertainment Technology (ACE 2009) 29-31 October 2009 Athens, Greece."
Professor Christos Gatzidis,Conference,"John, D., Gatzidis, C., Boucouvalas, A.C. and Brujic-Okretic, V., 2009. A Framework for the Development of Online, Location-Specific, Expressive 3D Social Worlds. In: Rebolledo-Mendez, G., Liarokapis, F. and de Freitas, S., eds. IEEE First International Conference Games and Virtual Worlds for Serious Applications 23-24 March 2009 Technocentre Coventry University, UK. IEEE Computer Society Press, 219-220."
Professor Christos Gatzidis,Conference,"Gatzidis, C., Brujic-Okretic, V. and Mastroyanni, M., 2009. Evaluation of Non-Photorealistic 3D Urban Models for Mobile Device Navigation. In: Shumaker, R., ed. 13th International Conference on Human Computer Interaction 19-24 July 2009 San Diego, USA. Heidelberg: Springer, 169-178."
Professor Christos Gatzidis,Conference,"Parry, K.D., Kavanagh, E.J., Wilding, A., Gatzidis, C. and Gibson, D., 2009. Risky Business: A new approach to teaching risk assessments in sports. In: ELSIN XIV Learning in higher education - how style matters 17-19 June 2009 Bulle-en-Gruyere, Switzerland."
Professor Christos Gatzidis,Conference,"Gatzidis, C., Parry, K.D., Kavanagh, E.J., Wilding, A. and Gibson, D., 2009. Towards the Development of an Interactive 3D Coach Training Serious Game. In: IEEE First International Conference Games and Virtual Worlds for Serious Applications 23-24 March 2009 Technocentre Coventry University, UK. IEEE Computer Society, 186-189."
Professor Christos Gatzidis,Conference,"Prashun, P., Hadley, G.J.M. and Gatzidis, C., 2009. Developing a Virtual Reality Stroke Rehabilitation Prototype. In: 13th International Conference on Human Computer Interaction 19-24 July 2009 San Diego, USA. Heidelberg: Springer, 746-750."
Professor Christos Gatzidis,Conference,"Gatzidis, C., Parry, K., Kavanagh, E., Wilding, A. and Gibson, D., 2009. Towards the Development of an Interactive 3D Coach Training Serious Game. IEEE Computer Society, 186-189."
Professor Christos Gatzidis,Conference,"Gatzidis, C., Brujic-Okretic, V. and Baker, S., 2008. A Review Of First-Person Shooter Game Engines And Their Use In Researching Scientific Disciplines. In: IADIS International Conference Gaming 2008: Design for Engaging Experience and Social Interaction 25-27 July 2008 Amsterdam, Netherlands. Amsterdam, The Netherlands: IADIS Press, 67-76."
Professor Christos Gatzidis,Conference,"Gatzidis, C., Papakonstantinou, S., Brujic-Okretic, V. and Baker, S., 2008. Recent Advances In The User Evaluation Methods And Studies Of Non-Photorealistic Visualisation And Rendering Techniques. In: IV 08: 12th International Conference on Information Visualisation: Proceedings 8-11 July 2008 London South Bank University. London, England: IEEE Computer Society, 475-480."
Professor Christos Gatzidis,Conference,"Gatzidis, C., Brujic-Okretic, V., Liarokapis, F. and Baker, S., 2008. Developing a Framework for the Automatic Generation and Visualisation Of 3D Urban Areas on Mobile Devices. In: 10th Symposium For Virtual And Augmented Reality: Proceedings 13-16 May 2008 Joao Pessoa, Brazil. Joao Pessoa, Brazil: Unknown Publisher, 151-162."
Professor Christos Gatzidis,Conference,"Gatzidis, C., Brujic-Okretic, V., Liarokapis, F. and Baker, S., 2008. Towards Rapid Generation And Visualisation Of Large 3D Urban Landscapes for Mobile Device Navigation. In: 2008 IEEE Virtual Reality Workshop Virtual Cityscapes: Key Research Issues in Modeling Large-Scale Immersive Urban Environments 8-9 March 2008 Reno, USA. Reno, USA: IEEE Press."
Professor Christos Gatzidis,Conference,"Gatzidis, C., Liarokapis, F., Brujic-Okretic, V. and Baker, S., 2008. Virtual City Maker And Virtual Navigator: A Modelling And Visualisation Solution For The Creation And Display Of Mobile 3D Virtual Cities. In: The Tenth IASTED International Conference on Computer Graphics and Imaging 13-15 February 2008 Innsbruck, Austria. Innsbruck, Austria: ACTA Press."
Professor Christos Gatzidis,Conference,"Petridis, P., White, M., Mourkousis, N., Liarokapis, F., Sifniotis, M., Basu, A. and Gatzidis, C., 2007. Exploring and Interacting with Virtual Museums. In: Figueiredo, A. and Velho, G.A., eds. Proceedings of the 33rd Computer Applications and Quantitative Methods in Archaeology (CAA2005) 21-24 March 2005 Tomar, Portugal. Tomar, Portugal: CAAPortugal."
Professor Christos Gatzidis,Conference,"Gatzidis, C., Liarokapis, F. and Brujic-Okretic, V., 2007. Automatic Modelling, Generation And Visualisation Of Realistic 3D Virtual Cities For Mobile Navigation. In: Laval Virtual 2007: 9th International Conference On Virtual Reality (VRIC'07). Proceedings 18-20 April 2007 Laval, France. 225-234."
Professor Christos Gatzidis,Scholarly,"Tang, W., Tian, F. and Gatzidis, C., 2016. Ubiquitous gaming interaction design workshop."
Professor Christos Gatzidis,Posters,"Ramsey, C., Gatzidis, C., Miellet, S. and wiener, J., 2016. Visual search during navigation in complex virtual environments: an eyetracking study. In: ECVP2016: 39th European Conference on Visual Perception."
Professor Christos Gatzidis,Other,"Gatzidis, C. and Anderson, E., 2013. VS-Games 2013: Preface. Published."
Andrew Watson,Conference,"Tang, W., Smith, P., Watson, A. and Sahandi, M., 2016. Utilising Emotional Response within Dialogue Trees for Game-based Training. In: The 29th International Conference on Computer Animation and Social Agents 23-25 May 2016 Geneva, Switzerland."
Andrew Watson,Conference,"Tang, W., Smith, P., Watson, A. and Sahandi, M., 2016. EDTree: Emotional Dialogue Trees for Game Based Training. In: Edutainment 2016 15-17 April 2016 Hangzhou, China."
Andrew Watson,Conference,"Isley, V. and Smith, P., 2016. Real Snail Mail. 3847-3850."
Andrew Watson,Conference,"Orman, T., Isley, V., Smith, P. and Watson, A., 2008. Real Snail Mail. In: BU RREP Conference 2008 17 June 2008 Bournemouth University, England."
Dr David Biggins,Journal Article,"Quinney, C.A., Lamont, M.C., Biggins, D. and Holley, D., 2017. Optimising disruptive approaches: extending academic roles and identities in higher education. Journal of Learning Development in Higher Education."
Dr David Biggins,Journal Article,"Biggins, D., Holley, D. and Zezulkova, M., 2017. Digital Competence and Capability Frameworks in Higher Education: Importance of Life-long Learning, Self-Development and Well-being. EAI Endorsed Transactions on e-Learning, 4 (13)."
Dr David Biggins,Journal Article,"Quinney, C., Lamont, M., Holley, D. and Biggins, D., 2017. Embedding the value of learning by extending professional boundaries. Journal of Learning Development in Higher Education."
Dr David Biggins,Journal Article,"Roushan, G., Holley, D. and Biggins, D., 2016. The Kaleidoscope of Voices: An Action Research Approach to Informing Institutional e-Learning Policy. Electronic Journal of e-Learning, 14 (5), 293-300."
Dr David Biggins,Journal Article,"Biggins, D., Crowley, E., Bolat, E., Dupac, M. and Dogan, H., 2015. Enhancing university student engagement using online multiple choice questions and answers. Open Journal of Social Sciences, 71-76."
Dr David Biggins,Book,"Biggins, D.J., 2012. Talana Account and Medal Roll. Token Publishing Ltd."
Dr David Biggins,Book,"Biggins, D.J., 2010. Kimberley Siege Account and Medal Roll. Token Publishing Ltd."
Dr David Biggins,Book,"Biggins, D.J., 2004. Elandslaagte Account and Medal Roll. Token Publishing Ltd."
Dr David Biggins,Conference,"Biggins, D. and clarke, S., 2017. Developing digital competencies in academic staff: One institution's experience of applying Lean. In: Lean in Higher Education Conference: Implementing, Measuring and Sustaining Change 1-3 November 2017 Sydney."
Dr David Biggins,Conference,"Holley, D., Biggins, D., Evangelinos, G. and Zezulkova, M., 2017. Digital Competence and Capability Frameworks in the Context of Learning, Self-Development and HE Pedagogy. In: Third International Conference. Dublin, Ireland 4 May 2017 Dublin."
Dr David Biggins,Conference,"Holley, D., Biggins, D. and Lamont, C., 2017. iInnovate: trying something different together. In: ALDinHE 10-12 April 2017 University of Hull."
Dr David Biggins,Conference,"Biggins, D., Holley, D., Evangelinos, G. and Zezulkova, M., 2017. Digital competence and capability frameworks in the context of learning, self-development and HE pedagogy. 46-53."
Dr David Biggins,Conference,"Biggins, D. and Truelove, L., 2016. Empowering learning through the creation and answering of multiple choice questions. In: Social Media in Higher Education 16 16 December 2016 Sheffield."
Dr David Biggins,Conference,"Bolat, E., Dogan, H., Biggins, D., Dupac, M. and Crowley, E., 2016. Empowering University Students Through Online Multiple Choice Questions. In: Chova, L.G., Martinez, A.L. and Torres, I.C., eds. 9th Annual International Conference of Education, Research and Innovation (iCERi) 14-16 November 2016 Valencia, Spain. IATED-INT ASSOC TECHNOLOGY EDUCATION A& DEVELOPMENT, LAURI VOLPI 6, VALENICA, BURJASSOT 46100, SPAIN, 4187-4193."
Dr David Biggins,Conference,"Bolat, E., Crowley, E., Biggins, D., Dogan, H. and Dupac, M., 2016. Empowering university students through online multiple choice questions. In: Chova, L.G., Martinez, A.L. and Torres, I.C., eds. 9TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION 27-28 October 2016 Seville, SPAIN. IATED-INT ASSOC TECHNOLOGY EDUCATION A& DEVELOPMENT, LAURI VOLPI 6, VALENICA, BURJASSOT 46100, SPAIN, 4187-4193."
Dr David Biggins,Conference,"Biggins, D., Truelove, L. and Lawlor-Wright, T., 2016. Trends in Project Management 1966 – 2015. In: British Academy of Management 6-8 September 2016 Necastle."
Dr David Biggins,Conference,"Biggins, D.J., Trollsund, F. and Høiby, A.L., 2016. Applying a life cycle approach to project management methods. In: European Academy of Management 1-4 June 2016 Paris."
Dr David Biggins,Conference,"Biggins, D., Crowley, E., Bolat, E., Dupac, M. and Dogan, H., 2015. Using Peerwise to improve engagement and learning. In: The European Conference on Education 1-5 July 2015 Brighton, United Kingdom. Japan: The International Academic Forum (IAFOR), 585-602."
Dr David Biggins,Conference,"Biggins, D., 2015. Perspectives on Project Management Methods. In: British Academy of Management 8-10 September 2015 Portsmouth."
Dr David Biggins,Conference,"Biggins, D.J., 2014. Medals awarded for the battle of Talana. In: From the Boer to the Great War International Military History Conference 115th Anniversary Anglo Boer War 1899-1902 Centenary The Great War 1914-1918 20-22 October 2014 Dundee, South Africa."
Dr David Biggins,Exhibitions,"Bolat, E. et al., 2016. Digital Me, Pop-up Photo Exhibition. Photo. Digital Me. Sovereign Shopping Centre, Boscombe, Bournemouth. 5 November 2016."
Dr David Biggins,Exhibitions,"Biggins, D. and Holley, D., 2016. Demonstration of the BU TEL Toolkit. 3rd EAI International Conference on e-Learning e-Education and Online Training, 2016. Univerity College Dublin."
Dr David Biggins,Exhibitions,"Biggins, D. and Holley, D.. The BU TEL Tooklit. Jisc Student Experience Experts’ Group Meeting. Birmingham. 12 October 2016."
Alain Simons,Journal Article,"Simons, A., Pedersen, K.P., Fonseca, J.F. and Prakoonwit, S.P., 2017. What’s Wrong with the Feedback? Lecture Notes in Computer Science."
Alain Simons,Conference,"Simons, A., John, D. and wakefield, C., 2019. Can Augmented Reality enhance to a greater visitor satisfaction of historical landmarks? In: Eurographics 6-9 November 2019 Sarajevo."
Alain Simons,Conference,"Brett, J. and Simons, A., 2017. Implementation of the Unity Engine for Developing 2D Mobile Games in Consideration of Start-Up/Student Developers. In: Edutainment 2017 26-28 June 2017 Bournemouth. 271-278."
Alain Simons,Conference,"Simons, A., pedersen, K.P., fonseca, J.F. and Prakoonwit, S.P., 2017. What’s Wrong with the Feedback? In: Edutainment 2017 26-28 June 2017 Bournemouth. Elsevier."
Alain Simons,Conference,"Ratcliffe, J. and Simons, A., 2017. How Can 3D Game Engines Create Photo-Realistic Interactive Architectural Visualizations? 164-172."
Alain Simons,Conference,"Simons, A., Pedersen, K., Abdulaziz, H. and Melacca, D., 2016. Scale Model Games (SMG): An introduction to a new type of game play."
Alain Simons,Conference,"Simons, A., 2015. Vectorpixels for Visualisation of Photographic Images. In: CGAT 2015 13-14 April 2015 Singapore."
Alain Simons,Conference,"Simons, A., 2014. A new way of Rich Image Representation (VectorPixels). In: 22nd WSCG International Conference on Computer Graphics, Visualization and Computer Vision 2014 2-5 June 2014 Plzen."
Alain Simons,Conference,"Simons, A., 2014. Improving Shading Using Vectors. In: CGAT 2014 24-25 March 2014 Singapore."
Dr Ambrose Seddon,Journal Article,"Seddon, A., 2015. Higher-level relationships in Dhomont's Novars. Musimédiane, 8."
Dr Ambrose Seddon,Journal Article,"Seddon, A., 2014. Trevor Wishart’s Globalalia: Initial Listenings and Question Marks. eOrema Journal, 2."
Dr Ambrose Seddon,Chapter,"Seddon, A., 2016. Temporal recurrence in Andrew Lewis’s Penmon Point. In: Emmerson, S. and Landy, L., eds. Expanding the horizon of electroacoustic music analysis. Cambridge: Cambridge University Press, 231-246."
Dr Ambrose Seddon,Conference,"Seddon, A., 2018. Audible relationships in acousmatic music composition. In: CeNMaS Composers' Conference 27-29 April 2018 University of Sheffield."
Dr Ambrose Seddon,Conference,"Seddon, A., 2017. Some reflections on using video feedback at Bournemouth University. In: CELebrate 2017 - Assessment and Feedback 13 June 2017 Bournemouth University, UK."
Dr Ambrose Seddon,Conference,"Seddon, A., 2015. Notions of Landscape and Environment in Fleeting Strands. In: INTIME 2015 - Landscapes And Environments: Experimentation And Transformation In Sound And Music 24-25 October 2015 Coventry University."
Dr Ambrose Seddon,Conference,"Seddon, A., 2013. Trevor Wishart's Globalalia: Analytical Agendas, Initial Listenings and Question Marks. In: OREMA Symposium 4 11 July 2013 Leicester."
Dr Ambrose Seddon,Conference,"Seddon, A., 2012. Sound Material Correspondence and Temporal Relationships in Acousmatic Composition: Proposing a Taxonomy of Recurrent Phenomena. In: Electoacoustic Music Studies Network Conference (EMS) 11-15 June 2012 The Royal College of Music (Kungliga Musikhögskolan), Stockholm. Stockholm: Electroacoustic Music Studies Network."
Dr Ambrose Seddon,Conference,"Seddon, A., 2011. Developing a Taxonomy of Recurrence for Acousmatic Music: Sound Identity Correspondences. In: Sound Sight Space Play 8-10 June 2011 De Montfort University, Leicester."
Dr Ambrose Seddon,Conference,"Seddon, A., 2011. Investigating Recurrences in Andrew Lewis’s Penmon Point. In: Wolfe, M. and Hill, A., eds. Sound, Sight, Space and Play 2010 2-4 June 2010 De Montfort University Leicester. Leicester: Sound, Sight Space and Play Postgraduate Symposium for the Creative Sonic Arts."
Dr Ambrose Seddon,Conference,"Seddon, A., 2007. Recurrence in Acousmatic Music: Creative and Analytical Possibilities. In: EMS07 Electroacoustic Music Studies Network Conference 11-15 June 2007 De Montfort University Lecester. Leicester: Electroacoustic Music Studies Network."
Dr Ambrose Seddon,Conference,"Seddon, A., 2006. Approaches to Electroacoustic Composition. In: Visiones Sonoras Festival Internacional de Música Electroacoústica y Nuevas Tecnologías 18-26 September 2006 Morelia, Mexico."
Dr Ambrose Seddon,Conference,"Seddon, A., 2006. Recurrence and Sound Material Identity in Acousmatic Composition. In: Digital Music Research Network 22-23 July 2006 Goldsmiths College, University of London. London: Digital Music Research Network."
Dr Ambrose Seddon,Performances,"Seddon, A.. Traces of Play. 4-channel acousmatic sound. Convergence Conference/Festival of Music, Technology and Ideas. 12-15 September 2019."
Dr Ambrose Seddon,Performances,"Seddon, A.. Tipping Points [Bridport]. Multichannel sound installtion. Bridport Literary and Scientific Society, Bridport, Dorset. 6 July 2019."
Dr Ambrose Seddon,Performances,"Seddon, A.. Traces of Play. 4-channel acousmatic sound. BEAST FEaST 2019, University of Birmingham. 4 May 2019."
Dr Ambrose Seddon,Performances,"Seddon, A.. Tipping Points. Sound installation. Bournemouth Natural Sciences Society. 4-5 May 2019."
Dr Ambrose Seddon,Performances,"Seddon, A.. Traces of Play. 4-channel acousmatic sound. University of Greenwich. 27 January 2019."
Dr Ambrose Seddon,Performances,"Seddon, A.. Traces of Play. Fixed media, 4-channel acousmatic sound. Pontio, Bangor University, Bangor, Wales. 20 November 2018."
Dr Ambrose Seddon,Performances,"Seddon, A.. Traces of Play. Fixed media acousmatic sound. Musicacoustica Festival, Conservatory of Music, Beijing, China. 26 October 2018."
Dr Ambrose Seddon,Performances,"Seddon, A.. Traces of Play. Multic-channel fixed media acousmatic sound. L'Espace du Son Festival, Théâtre Marni, Brussels, Belgium. 24 October 2018."
Dr Ambrose Seddon,Performances,"Seddon, A.. Traces of Play. Multic-channel fixed media acousmatic sound. New York City, USA. 20 July 2018."
Dr Ambrose Seddon,Performances,"Seddon, A.. Traces of Play. Stereo acousmatic sound. Sound and Music Computing Conference 2018, Rialto Theatre, Limassol, Cyprus. 4 July 2018."
Dr Ambrose Seddon,Performances,"Seddon, A.. 10_35_70. Stereo acousmatic sound, fixed media. Student Hall, Talbot Campus, Bournemouth University. 2 May 2018."
Dr Ambrose Seddon,Performances,"Troisi, A., Davis, T., Amelidis, P. and Seddon, A.. nonRecursive. Bournemouth Emerging Arts Fringe: The Engine Room, The Old Fire Station. 1 May 2018."
Dr Ambrose Seddon,Performances,"Seddon, A.. Fleeting Strands. Stereo acousmatic sound, fixed media. Sound + Environment 2017, University of Hull. 29 June-2 July 2017."
Dr Ambrose Seddon,Performances,"Seddon, A.. Traces of Play. 4-channel acousmatic sound, fixed media. Salle Molière, Opéra Comédie de Montpellier, Montpellier, France. 2 June 2017."
Dr Ambrose Seddon,Performances,"Seddon, A.. Fleeting Strands. Stereo acousmatic sound, fixed media. BEAST FEAST 2017, University of Birmingham, UK. 29 April 2017."
Dr Ambrose Seddon,Performances,"Seddon, A.. Pellere. 8-channel acousmatic sound, fixed media. Sound Image 2016, Greenwich University, London. 12-13 November 2016."
Dr Ambrose Seddon,Performances,"Seddon and Seddon, A.. Pellere. 8-channel acousmatic sound, fixed media. Bournemouth University. 9 November 2016."
Dr Ambrose Seddon,Performances,"Seddon, A.. The Nowness of Everything. Stereo acousmatic sound, fixed media. Dudley House, Bendigo, Australia. 2-4 September 2016."
Dr Ambrose Seddon,Performances,"Davis, T., Troisi, A., Seddon, A., Canning, R., Thompson, B., Chiaramonte, A. and Borgo, D.. NonRecursive @ Symposium on Interagency in Technologically-Mediated Performance. Performance. Bournemouth University. 29 January 2016."
Dr Ambrose Seddon,Performances,"Seddon, A.. Fleeting Strands. Stereo acousmatic sound, fixed media. INTIME 2015 - Landscapes And Environments: Experimentation And Transformation In Sound And Music. 24 October 2015."
Dr Ambrose Seddon,Performances,"Davis, T., Troisi, A., Seddon, A., Thompson, B., Canning, R. and Chiaramonte, A.. NonRecursive. Performance. Bournemouth Emerging Arts Fringe: The Engine Room. 15 October 2015."
Dr Ambrose Seddon,Performances,"Seddon, A.. Pellere. 8-channel acousmatic sound, fixed media. New York City, USA. 27 June 2015."
Dr Ambrose Seddon,Performances,"Seddon, A.. Pellere. 8-channel acousmatic sound, fixed media. EARspace at HFWAS, Birmingham. 21 March 2015."
Dr Ambrose Seddon,Performances,"Seddon, A.. Pellere. Radio Broadcast. 5 January 2015."
Dr Ambrose Seddon,Performances,"Seddon, A.. Pellere. 8-channel acousmatic sound, fixed media. ICMC/SMC2014, Onassis Cultural Centre, Athens, Greece. 17 September 2014."
Dr Ambrose Seddon,Performances,"Seddon, A.. Pellere. 8-channel acousmatic sound, fixed media. Maison des Arts Sonores et La Chapelle Gély, 34070 Montpellier, France. 5 June 2014."
Dr Ambrose Seddon,Performances,"Seddon, A.. Fouram. stereo acousmatic sound, fixed media. Centro Musica Contemporanea, Milan, Italy. 21 March 2014."
Dr Ambrose Seddon,Performances,"Seddon, A.. Fleeting Strands. stereo acousmatic sound, fixed media. Symposium on Acoustic Ecology, University of Kent, Chatham, Kent, UK. 9 November 2013."
Dr Ambrose Seddon,Performances,"Seddon, A.. Secure. 16-channel audio. Bold Tendencies, Peckham, London. 3 August 2013."
Dr Ambrose Seddon,Artefact,"Seddon, A., 2019. Tipping Points. Bournemouth Natural Sciences Society, Bournemouth, UK."
Dr Ambrose Seddon,Compositions,"Seddon, A., 2017. Traces of Play. Published."
Dr Ambrose Seddon,Compositions,"Seddon, A., 2012. Pellere. Published."
Dr Ambrose Seddon,Compositions,"Seddon, A., 2011. Fleeting Strands. Published."
Dr Ambrose Seddon,Compositions,"Seddon, A., 2010. The Nowness of Everything. Published."
Dr Ambrose Seddon,Compositions,"Seddon, A., 2007. 10_35_70. Published."
Dr Ambrose Seddon,Compositions,"Seddon, A., 2005. Fouram. Published."
Dr Ambrose Seddon,Compositions,"Seddon, A., 2004. Tambo. Published."
Clive Radford,Performances,"Radford, C.. Concert Performance. Concert. Birmingham Jazz Festival. 20 July 2019."
Clive Radford,Performances,"Radford, C.. Concert Performance. Bath Folk Festival. 17-18 August 2018."
Clive Radford,Performances,"Radford, C.. Concert performance. Birmingham Jazz Festival. 28-29 July 2018."
Clive Radford,Performances,"Radford, C.. Concert performance - Shine. St. Ives Jazz Club. 21 October 2008."
Clive Radford,Performances,"Radford, C.. Producer - Maria T - Balanescu Quartet. University of Bath. ICIA Theatre. 4 October 2008."
Clive Radford,Performances,"Radford, C.. Guitar and electronics performance. Frome Festival. 13 July 2008."
Clive Radford,Performances,"Radford, C.. Producer - Memories of the Future - Radio Science Orchestra. University of Bath, ICIA Theatre. 25 April 2008."
Clive Radford,Performances,"Radford, C.. Producer - Ada Milea/Alexander Balanescu. University of Bath, ICIA Theatre. 14 March 2008."
Clive Radford,Performances,"Radford, C.. Producer - I Am The Mighty Jungulator/ Vexkiddy. University of Bath, ICIA Theatre. March 2008."
Clive Radford,Performances,"Radford, C.. Producer - Polar Bear/The Blessing. University of Bath, ICIA Theatre. 20 October 2007."
Clive Radford,Performances,"Radford, C.. Concert performance - guitar. Shetland Folk Festival. 4-6 May 2007."
Clive Radford,Performances,"Radford, C.. Concert performance - Mivart Collective. Thornford Village Hall. October 2004."
Clive Radford,Performances,"Radford, C.. Concert performance - Mivart Collective. Queens Square, Bristol. 22 August 2004."
Clive Radford,Performances,"Radford, C.. Concert performance - Ultrasound. Purcell Room, London. 9 September 1999."
Clive Radford,Performances,"Radford, C.. Concert performance - Ultrasound residency. QEH Theatre, Bristol. 7 September 1998-4 October 1999."
Clive Radford,Performances,"Radford, C.. Concert performance - Ultrasound. International Festival of the Sea, Bristol Harbour. 24 May 1996."
Clive Radford,Compositions,"Radford, C. and Kench, B., 2018. Förlänga. Published."
Clive Radford,Compositions,"Radford, C. and Kench, B., 2016. Red Sky. Published online."
Clive Radford,Compositions,"Radford, C., Kench, B., Dibango, M. and Beckford, W., 2015. Shallow Waters (feat. Safehaus) [Remix]. Published online."
Clive Radford,Compositions,"Radford, C. and Kench, B., 2014. Warning Signs. Published."
Clive Radford,Compositions,"Radford, C. and Kench, B., 2012. Fear Inside. Published online."
Clive Radford,Compositions,"Radford, C., Dibango, M., Beckford, W. and Kench, B., 2011. Shallow Waters. Published."
Clive Radford,Compositions,"Radford, C. and Kench, B., 2009. Going Down. Published."
Clive Radford,Compositions,"Radford, C. and Kench, B., 2009. Safehouse. Published."
Clive Radford,Compositions,"Radford, C. and Kench, B., 2009. Everybody Loves You. Published."
Clive Radford,Compositions,"Radford, C., 1999. Thanatoid Song. Published."
Dr Simant Prakoonwit,Journal Article,"Ramachandran, M., Sahandi, M.R., Prakoonwit, S., Khan, W. and Selamat, S.A.M., 2019. Safety of Coach Based School Transport in the UK: A Study of Safety Compliance of Coach Operators and Trust of Stakeholders. International Journal of Latest Technology in Engineering,, VIII (VI), 1-10."
Dr Simant Prakoonwit,Journal Article,"Mohd Selamat, S.A., Prakoonwit, S., Sahandi, R., Khan, W. and Ramachandran, M., 2018. Big data analytics—A review of data-mining models for small and medium enterprises in the transportation sector. Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery, 8 (3)."
Dr Simant Prakoonwit,Journal Article,"Boonsim, N. and Prakoonwit, S., 2017. Car make and model recognition under limited lighting conditions at night. Pattern Analysis and Applications, 20 (4), 1195-1207."
Dr Simant Prakoonwit,Journal Article,"Simons, A., Pedersen, K.P., Fonseca, J.F. and Prakoonwit, S.P., 2017. What’s Wrong with the Feedback? Lecture Notes in Computer Science."
Dr Simant Prakoonwit,Journal Article,"Prakoonwit, S. and Boonsim, S., 2014. An Algorithm for Accurate Taillight Detection at Night. International Journal of Computer Applications, 100 (2)."
Dr Simant Prakoonwit,Journal Article,"Prakoonwit, S., 2014. Towards Multiple 3D Bone Surface Identification and Reconstruction Using Few 2D X-ray Images for Intraoperative Applications. International Journal of Art, Culture and Design Technology, 4 (1)."
Dr Simant Prakoonwit,Journal Article,"Prakoonwit, S. and Boonsim, N., 2014. License Plate Localization based on Statistical Measures of License Plate Features. ACEEE International Journal on Recent Trends in Engineering and Technology, 10 (1)."
Dr Simant Prakoonwit,Journal Article,"Prakoonwit, S. and Benjamin, R., 2012. 3D surface reconstruction from multiview photographic images using 2D edge contours. 3D Research, 3 (4), 1-12."
Dr Simant Prakoonwit,Journal Article,"Murgia, A., Harwin, W., Prakoonwit, S. and Brownlow, H., 2011. Preliminary observations on the presence of sustained tendon strain and eccentric contractions of the wrist extensors during a common manual task: Implications for lateral epicondylitis. Medical Engineering and Physics, 33 (6), 793-797."
Dr Simant Prakoonwit,Journal Article,"Prakoonwit, S. and Benjamin, R., 2007. Optimal 3D surface reconstruction from a small number of conventional 2D X-ray images. Journal of X-Ray Science and Technology, 15 (4), 197-222."
Dr Simant Prakoonwit,Journal Article,"Prakoonwit, S. and Benjamin, R., 2007. 3D surface point and wireframe reconstruction from multiview photographic images. Image and Vision Computing, 25 (9), 1509-1518."
Dr Simant Prakoonwit,Journal Article,"Benjamin, R. and Prakoonwit, S., 2005. 3D scanning by multiple fan beam X-ray sources and sensors. Sensor Review, 25 (1), 51-55."
Dr Simant Prakoonwit,Journal Article,"Koolpiruck, D., Prakoonwit, S. and Balachandran, W., 2004. Numerical modeling of inhaled charged aerosol deposition in human airways. IEEE Transactions on Industry Applications, 40 (5), 1239-1248."
Dr Simant Prakoonwit,Journal Article,"Jirawimut, R., Prakoonwit, S., Cecelja, F. and Balachandran, W., 2003. Visual odometer for pedestrian navigation. IEEE Transactions on Instrumentation and Measurement, 52 (4), 1166-1173."
Dr Simant Prakoonwit,Journal Article,"Benjamin, R., Prakoonwit, S., Matalas, I. and Kitney, R.I., 1996. Object-based three-dimensional X-ray imaging. Medical and Biological Engineering and Computing, 34 (6), 423-430."
Dr Simant Prakoonwit,Chapter,"Selamat, S.A.M., Prakoonwit, S., Sahandi, R. and Khan, W., 2019. Big Data and IoT Opportunities for Small and Medium-Sized Enterprises (SMEs). In: Kaur, G. and Tomar, P., eds. Handbook of Research on Big Data and the IoT. Hershey, PA, USA: IGI Global, 77-88."
Dr Simant Prakoonwit,Chapter,"Prakoonwit, S., 2011. Towards rapid 3D reconstruction using conventional X-ray for intraoperative orthopaedic applications. Applied Signal and Image Processing: Multidisciplinary Advancements. 309-323."
Dr Simant Prakoonwit,Conference,"Qureshi, H.A., John, D. and Prakoonwit, S., 2019. Performance Analysis Of LTE-A Systems With Femtocell Overlays Using Different Modulation Techniques Under Different Multipath Fading. In: International Academic Conference on Engineering, Technology and Innovations (IACETI) 25-26 September 2019 Rome, Italy."
Dr Simant Prakoonwit,Conference,"Manoharan M, Sahandi, R., Prakoonwit, S. and Khan, W., 2018. An Intelligent Recommendation Model for Coach Operators. In: International Conference on Electrical, Electronics, Computers, Communication, Mechanical and Computing (EECCMC) 28-29 January 2018 India."
Dr Simant Prakoonwit,Conference,"Ramachandran, M., Sahandi, R., Prakoonwit, S., Khan, W. and Sahandi, M., 2018. Coach Travel Safety Analysis Matrix (CTSAM): A tool for analysing safety of children travelling by coaches in the UK. In: International Conference On Electrical, Electronics, Computers, Communication, Mechanical And Computing (EECCMC) 28-29 January 2018 Vellore District, Tamil Nadu, India."
Dr Simant Prakoonwit,Conference,"Ramachandran, M., Sahandi, R., Prakoonwit, S., Khan, W. and Sahandi, M., 2018. An Intelligent Recommendation Model for Coach Operators. In: International Conference On Electrical, Electronics, Computers, Communication, Mechanical And Computing (EECCMC) 28-29 January 2018 India."
